Charting Week, Chart Position, Song Title, Artist, Previous Position, Peak Position, Weeks on Chart
1958-11-24,15,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,25,15,4
1958-11-24,16,Forget Me Not,Kalin Twins,16,12,9
1958-11-24,17,Problems,The Everly Brothers,42,17,3
1958-11-24,18,Rock-in Robin,Bobby Day,15,2,17
1958-11-24,19,A Lover's Question,Clyde McPhatter,22,19,7
1958-11-24,20,Mexican Hat Rock,The Applejacks,18,16,11
1958-11-24,21,The Day The Rains Came,Jane Morgan,31,21,10
1958-11-24,22,Pussy Cat,The Ames Brothers,17,17,9
1958-11-24,23,Love Is All We Need,Tommy Edwards,37,23,5
1958-11-24,24,Call Me,Johnny Mathis,23,21,9
1958-11-24,25,A Letter To An Angel,Jimmy Clanton,29,25,6
1958-11-24,26,There Goes My Heart,Joni James,19,19,11
1958-11-24,27,I'll Wait For You,Frankie Avalon,20,20,6
1958-11-24,28,Poor Boy,The Royaltones,24,24,6
1958-11-24,29,Walking Along,The Diamonds,39,29,5
1958-11-24,30,Need You,Donnie Owens,28,28,8
1958-11-24,31,The World Outside,The Four Coins,36,31,3
1958-11-24,32,Hideaway,The Four Esquires,21,21,10
1958-11-24,33,Tears On My Pillow,Little Anthony And The Imperials,26,4,16
1958-11-24,34,The Mocking Bird,The Four Lads,41,34,4
1958-11-24,35,I'll Remember Tonight,Pat Boone,35,35,5
1958-11-24,36,That Old Black Magic,Louis Prima And Keely Smith,62,36,4
1958-11-24,37,The Day The Rains Came,Raymond Lefevre and His Orchestra,40,30,5
1958-11-24,38,Susie Darlin',Robin Luke,27,5,16
1958-11-24,39,The Blob,The Five Blobs,50,33,8
1958-11-24,40,Love Makes The World Go 'round,Perry Como,33,33,7
1958-11-24,41,Fallin',Connie Francis,30,30,7
1958-11-24,42,"Come On, Let's Go",Ritchie Valens,56,42,10
1958-11-24,43,Tunnel Of Love,Doris Day,57,43,5
1958-11-24,44,Bimbombey,Jimmie Rodgers,51,44,3
1958-11-24,45,Non Dimenticar (Don't Forget),Nat King Cole,52,45,7
1958-11-24,46,Bird Dog,The Everly Brothers,34,2,17
1958-11-24,47,Near You,Roger Williams,32,10,15
1958-11-24,48,Ten Commandments Of Love,Harvey & The Moonglows,64,22,11
1958-11-24,49,Whole Lotta Loving,Fats Domino,81,49,2
1958-11-24,50,Smoke Gets In Your Eyes,The Platters,86,50,2
1958-11-24,51,Mr. Success,Frank Sinatra,44,44,5
1958-11-24,52,What Do I Care,Johnny Cash,53,52,6
1958-11-24,53,A Part Of Me,Jimmy Clanton,60,53,4
1958-11-24,54,Topsy I,Cozy Cole,38,27,11
1958-11-24,55,Philadelphia U.S.A.,The Nu Tornados,79,55,2
1958-11-24,56,With Your Love,Jack Scott,46,28,9
1958-11-24,57,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,66,57,3
1958-11-24,58,All Over Again,Johnny Cash,49,38,8
1958-11-24,59,For My Good Fortune,Pat Boone,61,23,10
1958-11-24,60,Cimarron (Roll On),Billy Vaughn And His Orchestra,65,60,6
1958-11-24,61,Treasure Of Your Love,Eileen Rodgers,70,26,14
1958-11-24,62,No One Knows,Dion & The Belmonts,45,24,14
1958-11-24,63,The Secret,Gordon MacRae,69,18,11
1958-11-24,64,Light Of Love,Peggy Lee,63,63,4
1958-11-24,65,Pledging My Love,Roy Hamilton,71,65,2
1958-11-24,66,You Cheated,The Shields,48,15,14
1958-11-24,67,Look Who's Blue,Don Gibson,58,58,9
1958-11-24,68,Sweet Little Rock And Roller,Chuck Berry,67,67,3
1958-11-24,69,Mandolins In The Moonlight,Perry Como,47,47,5
1958-11-24,70,Jealous Heart,Tab Hunter,68,68,6
1958-11-24,71,Firefly,Tony Bennett,43,20,12
1958-11-24,72,Need Your Love,Bobby Freeman,-,72,1
1958-11-24,73,Give Myself A Party,Don Gibson,77,46,9
1958-11-24,74,Love You Most Of All,Sam Cooke,74,74,2
1958-11-24,75,Guaglione,Perez Prado And His Orchestra,59,53,7
1958-11-24,76,Sing Sing Sing,Bernie Lowe Orchestra,-,76,1
1958-11-24,77,How The Time Flies,Jerry Wallace,83,11,15
1958-11-24,78,Little Star,The Elegants,82,1,17
1958-11-24,79,This Little Girl's Gone Rockin',Ruth Brown,84,24,10
1958-11-24,80,White Bucks And Saddle Shoes,"Bobby Pedrick, Jr.",90,80,3
1958-11-24,81,Intermission Riff,Bernie Lowe Orchestra,-,81,1
1958-11-24,82,Win Your Love For Me,Sam Cooke,80,33,17
1958-11-24,83,Joe Joe Gunne,Chuck Berry,89,83,2
1958-11-24,84,No One But You (In My Heart),The Ames Brothers,55,45,9
1958-11-24,85,Love Of My Life,The Everly Brothers,-,85,1
1958-11-24,86,Gotta Travel On,Billy Grammer,-,86,1
1958-11-24,87,Almost In Your Arms,Johnny Nash,78,78,3
1958-11-24,88,Lonely Teardrops,Jackie Wilson,-,88,1
1958-11-24,89,It Don't Hurt No More,Nappy Brown,-,89,2
1958-11-24,90,The Ballad Of Thunder Road,Robert Mitchum,95,62,11
1958-11-24,91,16 Candles,The Crests,-,91,1
1958-11-24,92,The World Outside,The Four Aces,-,92,1
1958-11-24,93,Donna,Ritchie Valens,-,93,1
1958-11-24,94,C'mon Everybody,Eddie Cochran,-,94,1
1958-11-24,95,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,72,44,9
1958-11-24,96,Everyone Was There,Bob Kayli,96,96,2
1958-11-24,97,Crazy Country Hop,Johnny Otis,87,87,3
1958-11-24,98,Go Chase A Moonbeam,Jerry Vale,76,60,7
1958-11-24,99,The Wedding,June Valli,-,99,1
1958-11-24,100,Sweetheart,Peggy Lee,-,100,1
1958-12-01,1,"To Know Him, Is To Love Him",The Teddy Bears,3,1,11
1958-12-01,2,Tom Dooley,The Kingston Trio,2,1,10
1958-12-01,3,It's Only Make Believe,Conway Twitty,1,1,12
1958-12-01,4,Beep Beep,The Playmates,6,4,5
1958-12-01,5,One Night,Elvis Presley,7,5,4
1958-12-01,6,Topsy II,Cozy Cole,4,3,15
1958-12-01,7,Lonesome Town,Ricky Nelson,9,7,7
1958-12-01,8,Problems,The Everly Brothers,17,8,4
1958-12-01,9,I Got Stung,Elvis Presley,8,8,5
1958-12-01,10,It's All In The Game,Tommy Edwards,5,1,16
1958-12-01,11,Queen Of The Hop,Bobby Darin,10,9,9
1958-12-01,12,I Got A Feeling,Ricky Nelson,11,10,8
1958-12-01,13,The End,Earl Grant,12,7,12
1958-12-01,14,A Lover's Question,Clyde McPhatter,19,14,8
1958-12-01,15,I'll Wait For You,Frankie Avalon,27,15,7
1958-12-01,16,Chantilly Lace,Big Bopper,13,6,18
1958-12-01,17,Poor Boy,The Royaltones,28,17,7
1958-12-01,18,Love Is All We Need,Tommy Edwards,23,18,6
1958-12-01,19,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,15,15,5
1958-12-01,20,Forget Me Not,Kalin Twins,16,12,10
1958-12-01,21,The World Outside,The Four Coins,31,21,4
1958-12-01,22,Smoke Gets In Your Eyes,The Platters,50,22,3
1958-12-01,23,Bimbombey,Jimmie Rodgers,44,23,4
1958-12-01,24,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,14,7,14
1958-12-01,25,Hideaway,The Four Esquires,32,21,11
1958-12-01,26,Whole Lotta Loving,Fats Domino,49,26,3
1958-12-01,27,The Day The Rains Came,Jane Morgan,21,21,11
1958-12-01,28,Need You,Donnie Owens,30,28,9
1958-12-01,29,Call Me,Johnny Mathis,24,21,10
1958-12-01,30,Walking Along,The Diamonds,29,29,6
1958-12-01,31,A Letter To An Angel,Jimmy Clanton,25,25,7
1958-12-01,32,Mexican Hat Rock,The Applejacks,20,16,12
1958-12-01,33,Pussy Cat,The Ames Brothers,22,17,10
1958-12-01,34,I'll Remember Tonight,Pat Boone,35,34,6
1958-12-01,35,That Old Black Magic,Louis Prima And Keely Smith,36,35,5
1958-12-01,36,Rock-in Robin,Bobby Day,18,2,18
1958-12-01,37,There Goes My Heart,Joni James,26,19,12
1958-12-01,38,A Part Of Me,Jimmy Clanton,53,38,5
1958-12-01,39,The Mocking Bird,The Four Lads,34,34,5
1958-12-01,40,The Day The Rains Came,Raymond Lefevre and His Orchestra,37,30,6
1958-12-01,41,Mr. Success,Frank Sinatra,51,41,6
1958-12-01,42,Lonely Teardrops,Jackie Wilson,88,42,2
1958-12-01,43,Gotta Travel On,Billy Grammer,86,43,2
1958-12-01,44,Tunnel Of Love,Doris Day,43,43,6
1958-12-01,45,Non Dimenticar (Don't Forget),Nat King Cole,45,45,8
1958-12-01,46,Topsy I,Cozy Cole,54,27,12
1958-12-01,47,Sweet Little Rock And Roller,Chuck Berry,68,47,4
1958-12-01,48,Love Of My Life,The Everly Brothers,85,48,2
1958-12-01,49,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,57,49,4
1958-12-01,50,Tears On My Pillow,Little Anthony And The Imperials,33,4,17
1958-12-01,51,Philadelphia U.S.A.,The Nu Tornados,55,51,3
1958-12-01,52,Pledging My Love,Roy Hamilton,65,52,3
1958-12-01,53,Cimarron (Roll On),Billy Vaughn And His Orchestra,60,53,7
1958-12-01,54,Ten Commandments Of Love,Harvey & The Moonglows,48,22,12
1958-12-01,55,Love Makes The World Go 'round,Perry Como,40,33,8
1958-12-01,56,Fallin',Connie Francis,41,30,8
1958-12-01,57,Sing Sing Sing,Bernie Lowe Orchestra,76,57,2
1958-12-01,58,Need Your Love,Bobby Freeman,72,58,2
1958-12-01,59,Love You Most Of All,Sam Cooke,74,59,3
1958-12-01,60,What Do I Care,Johnny Cash,52,52,7
1958-12-01,61,Intermission Riff,Bernie Lowe Orchestra,81,61,2
1958-12-01,62,The Chipmunk Song,The Chipmunks With David Seville,-,62,1
1958-12-01,63,The Blob,The Five Blobs,39,33,9
1958-12-01,64,Jealous Heart,Tab Hunter,70,64,7
1958-12-01,65,No One Knows,Dion & The Belmonts,62,24,15
1958-12-01,66,Turvy II,Cozy Cole,-,66,1
1958-12-01,67,Mandolins In The Moonlight,Perry Como,69,47,6
1958-12-01,68,For My Good Fortune,Pat Boone,59,23,11
1958-12-01,69,The Secret,Gordon MacRae,63,18,12
1958-12-01,70,Nobody But You,Dee Clark,-,70,1
1958-12-01,71,Near You,Roger Williams,47,10,16
1958-12-01,72,Susie Darlin',Robin Luke,38,5,17
1958-12-01,73,Guaglione,Perez Prado And His Orchestra,75,53,8
1958-12-01,74,White Bucks And Saddle Shoes,"Bobby Pedrick, Jr.",80,74,4
1958-12-01,75,Donna,Ritchie Valens,93,75,2
1958-12-01,76,Firefly,Tony Bennett,71,20,13
1958-12-01,77,All Over Again,Johnny Cash,58,38,9
1958-12-01,78,Bird Dog,The Everly Brothers,46,2,18
1958-12-01,79,Look Who's Blue,Don Gibson,67,58,10
1958-12-01,80,Light Of Love,Peggy Lee,64,63,5
1958-12-01,81,16 Candles,The Crests,91,81,2
1958-12-01,82,C'mon Everybody,Eddie Cochran,94,82,2
1958-12-01,83,The World Outside,The Four Aces,92,83,2
1958-12-01,84,The Wedding,June Valli,99,84,2
1958-12-01,85,"Come On, Let's Go",Ritchie Valens,42,42,11
1958-12-01,86,How The Time Flies,Jerry Wallace,77,11,16
1958-12-01,87,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,-,87,1
1958-12-01,88,"A House, A Car And A Wedding Ring",Dale Hawkins,-,88,3
1958-12-01,89,With Your Love,Jack Scott,56,28,10
1958-12-01,90,Little Red Riding Hood,Big Bopper,-,90,1
1958-12-01,91,Treasure Of Your Love,Eileen Rodgers,61,26,15
1958-12-01,92,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,-,92,1
1958-12-01,93,"A House, A Car And A Wedding Ring",Mike Preston,-,93,1
1958-12-01,94,You Cheated,The Shields,66,15,15
1958-12-01,95,Give Myself A Party,Don Gibson,73,46,10
1958-12-01,96,Almost In Your Arms,Johnny Nash,87,78,4
1958-12-01,97,Cinderella,The Four Preps,-,91,2
1958-12-01,98,Sweetheart,Peggy Lee,100,98,2
1958-12-01,99,Seven Minutes In Heaven,Poni-Tails,-,99,1
1958-12-01,100,Joe Joe Gunne,Chuck Berry,83,83,3
1958-12-08,1,"To Know Him, Is To Love Him",The Teddy Bears,1,1,12
1958-12-08,2,Tom Dooley,The Kingston Trio,2,1,11
1958-12-08,3,It's Only Make Believe,Conway Twitty,3,1,13
1958-12-08,4,Beep Beep,The Playmates,4,4,6
1958-12-08,5,One Night,Elvis Presley,5,5,5
1958-12-08,6,Problems,The Everly Brothers,8,6,5
1958-12-08,7,Lonesome Town,Ricky Nelson,7,7,8
1958-12-08,8,Topsy II,Cozy Cole,6,3,16
1958-12-08,9,I Got Stung,Elvis Presley,9,8,6
1958-12-08,10,Queen Of The Hop,Bobby Darin,11,9,10
1958-12-08,11,Smoke Gets In Your Eyes,The Platters,22,11,4
1958-12-08,12,It's All In The Game,Tommy Edwards,10,1,17
1958-12-08,13,I Got A Feeling,Ricky Nelson,12,10,9
1958-12-08,14,A Lover's Question,Clyde McPhatter,14,14,9
1958-12-08,15,Chantilly Lace,Big Bopper,16,6,19
1958-12-08,16,Whole Lotta Loving,Fats Domino,26,16,4
1958-12-08,17,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,19,15,6
1958-12-08,18,Bimbombey,Jimmie Rodgers,23,18,5
1958-12-08,19,Love Is All We Need,Tommy Edwards,18,18,7
1958-12-08,20,The End,Earl Grant,13,7,13
1958-12-08,21,I'll Wait For You,Frankie Avalon,15,15,8
1958-12-08,22,That Old Black Magic,Louis Prima And Keely Smith,35,22,6
1958-12-08,23,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,24,7,15
1958-12-08,24,Poor Boy,The Royaltones,17,17,8
1958-12-08,25,Need You,Donnie Owens,28,25,10
1958-12-08,26,The World Outside,The Four Coins,21,21,5
1958-12-08,27,Forget Me Not,Kalin Twins,20,12,11
1958-12-08,28,The Day The Rains Came,Jane Morgan,27,21,12
1958-12-08,29,A Letter To An Angel,Jimmy Clanton,31,25,8
1958-12-08,30,Gotta Travel On,Billy Grammer,43,30,3
1958-12-08,31,Hideaway,The Four Esquires,25,21,12
1958-12-08,32,The Mocking Bird,The Four Lads,39,32,6
1958-12-08,33,Lonely Teardrops,Jackie Wilson,42,33,3
1958-12-08,34,Walking Along,The Diamonds,30,29,7
1958-12-08,35,Call Me,Johnny Mathis,29,21,11
1958-12-08,36,There Goes My Heart,Joni James,37,19,13
1958-12-08,37,The Chipmunk Song,The Chipmunks With David Seville,62,37,2
1958-12-08,38,Rock-in Robin,Bobby Day,36,2,19
1958-12-08,39,A Part Of Me,Jimmy Clanton,38,38,6
1958-12-08,40,I'll Remember Tonight,Pat Boone,34,34,7
1958-12-08,41,Pussy Cat,The Ames Brothers,33,17,11
1958-12-08,42,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,87,42,2
1958-12-08,43,Mexican Hat Rock,The Applejacks,32,16,13
1958-12-08,44,Cimarron (Roll On),Billy Vaughn And His Orchestra,53,44,8
1958-12-08,45,Philadelphia U.S.A.,The Nu Tornados,51,45,4
1958-12-08,46,Topsy I,Cozy Cole,46,27,13
1958-12-08,47,Mr. Success,Frank Sinatra,41,41,7
1958-12-08,48,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,49,48,5
1958-12-08,49,Non Dimenticar (Don't Forget),Nat King Cole,45,45,9
1958-12-08,50,Pledging My Love,Roy Hamilton,52,50,4
1958-12-08,51,Love Makes The World Go 'round,Perry Como,55,33,9
1958-12-08,52,Sing Sing Sing,Bernie Lowe Orchestra,57,52,3
1958-12-08,53,Tunnel Of Love,Doris Day,44,43,7
1958-12-08,54,Need Your Love,Bobby Freeman,58,54,3
1958-12-08,55,Donna,Ritchie Valens,75,55,3
1958-12-08,56,Ten Commandments Of Love,Harvey & The Moonglows,54,22,13
1958-12-08,57,My Happiness,Connie Francis,-,57,1
1958-12-08,58,Turvy II,Cozy Cole,66,58,2
1958-12-08,59,Sweet Little Rock And Roller,Chuck Berry,47,47,5
1958-12-08,60,Fallin',Connie Francis,56,30,9
1958-12-08,61,Peek-A-Boo,The Cadillacs,-,61,1
1958-12-08,62,Mandolins In The Moonlight,Perry Como,67,47,7
1958-12-08,63,Nobody But You,Dee Clark,70,63,2
1958-12-08,64,Big Bopper's Wedding,Big Bopper,-,64,1
1958-12-08,65,Love You Most Of All,Sam Cooke,59,59,4
1958-12-08,66,Intermission Riff,Bernie Lowe Orchestra,61,61,3
1958-12-08,67,Jealous Heart,Tab Hunter,64,64,8
1958-12-08,68,16 Candles,The Crests,81,68,3
1958-12-08,69,Manhattan Spiritual,Reg Owen & His Orchestra,-,69,1
1958-12-08,70,The Blob,The Five Blobs,63,33,10
1958-12-08,71,The Wedding,June Valli,84,71,3
1958-12-08,72,Little Red Riding Hood,Big Bopper,90,72,2
1958-12-08,73,Love Of My Life,The Everly Brothers,48,48,3
1958-12-08,74,Tears On My Pillow,Little Anthony And The Imperials,50,4,18
1958-12-08,75,The Day The Rains Came,Raymond Lefevre and His Orchestra,40,30,7
1958-12-08,76,All Over Again,Johnny Cash,77,38,10
1958-12-08,77,C'mon Everybody,Eddie Cochran,82,77,3
1958-12-08,78,What Do I Care,Johnny Cash,60,52,8
1958-12-08,79,The World Outside,The Four Aces,83,79,3
1958-12-08,80,Come Prima,Tony Dallara,-,80,1
1958-12-08,81,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,92,81,2
1958-12-08,82,The Secret,Gordon MacRae,69,18,13
1958-12-08,83,The Diary,Neil Sedaka,-,83,1
1958-12-08,84,No One Knows,Dion & The Belmonts,65,24,16
1958-12-08,85,Near You,Roger Williams,71,10,17
1958-12-08,86,The World Outside,Roger Williams,-,86,1
1958-12-08,87,Cinderella,The Four Preps,97,87,3
1958-12-08,88,Light Of Love,Peggy Lee,80,63,6
1958-12-08,89,"A House, A Car And A Wedding Ring",Dale Hawkins,88,88,4
1958-12-08,90,Diamond Ring,Jerry Wallace,-,90,1
1958-12-08,91,The Fool And The Angel,Bobby Helms,-,91,1
1958-12-08,92,"Come On, Let's Go",Ritchie Valens,85,42,12
1958-12-08,93,I Cried A Tear,LaVern Baker,-,93,1
1958-12-08,94,Stagger Lee,Lloyd Price,-,94,1
1958-12-08,95,Billy Bayou,Jim Reeves,-,95,1
1958-12-08,96,Crazy Country Hop,Johnny Otis,-,87,4
1958-12-08,97,You Cheated,The Shields,94,15,16
1958-12-08,98,(I Wanna) Dance With The Teacher,The Olympics,-,98,1
1958-12-08,99,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns",-,99,1
1958-12-08,100,Guaglione,Perez Prado And His Orchestra,73,53,9
1958-12-15,1,"To Know Him, Is To Love Him",The Teddy Bears,1,1,13
1958-12-15,2,Problems,The Everly Brothers,6,2,6
1958-12-15,3,Tom Dooley,The Kingston Trio,2,1,12
1958-12-15,4,One Night,Elvis Presley,5,4,6
1958-12-15,5,Beep Beep,The Playmates,4,4,7
1958-12-15,6,Smoke Gets In Your Eyes,The Platters,11,6,5
1958-12-15,7,Lonesome Town,Ricky Nelson,7,7,9
1958-12-15,8,It's Only Make Believe,Conway Twitty,3,1,14
1958-12-15,9,I Got Stung,Elvis Presley,9,8,7
1958-12-15,10,The Chipmunk Song,The Chipmunks With David Seville,37,10,3
1958-12-15,11,Bimbombey,Jimmie Rodgers,18,11,6
1958-12-15,12,Topsy II,Cozy Cole,8,3,17
1958-12-15,13,A Lover's Question,Clyde McPhatter,14,13,10
1958-12-15,14,Queen Of The Hop,Bobby Darin,10,9,11
1958-12-15,15,Whole Lotta Loving,Fats Domino,16,15,5
1958-12-15,16,Love Is All We Need,Tommy Edwards,19,16,8
1958-12-15,17,I Got A Feeling,Ricky Nelson,13,10,10
1958-12-15,18,That Old Black Magic,Louis Prima And Keely Smith,22,18,7
1958-12-15,19,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,17,15,7
1958-12-15,20,Gotta Travel On,Billy Grammer,30,20,4
1958-12-15,21,The End,Earl Grant,20,7,14
1958-12-15,22,Poor Boy,The Royaltones,24,17,9
1958-12-15,23,I'll Wait For You,Frankie Avalon,21,15,9
1958-12-15,24,Lonely Teardrops,Jackie Wilson,33,24,4
1958-12-15,25,It's All In The Game,Tommy Edwards,12,1,18
1958-12-15,26,Chantilly Lace,Big Bopper,15,6,20
1958-12-15,27,Need You,Donnie Owens,25,25,11
1958-12-15,28,A Letter To An Angel,Jimmy Clanton,29,25,9
1958-12-15,29,The Day The Rains Came,Jane Morgan,28,21,13
1958-12-15,30,The World Outside,The Four Coins,26,21,6
1958-12-15,31,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,23,7,16
1958-12-15,32,Walking Along,The Diamonds,34,29,8
1958-12-15,33,Donna,Ritchie Valens,55,33,4
1958-12-15,34,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash,42,34,3
1958-12-15,35,Forget Me Not,Kalin Twins,27,12,12
1958-12-15,36,Love You Most Of All,Sam Cooke,65,36,5
1958-12-15,37,Philadelphia U.S.A.,The Nu Tornados,45,37,5
1958-12-15,38,My Happiness,Connie Francis,57,38,2
1958-12-15,39,Pussy Cat,The Ames Brothers,41,17,12
1958-12-15,40,Love Of My Life,The Everly Brothers,73,40,4
1958-12-15,41,Turvy II,Cozy Cole,58,41,3
1958-12-15,42,Peek-A-Boo,The Cadillacs,61,42,2
1958-12-15,43,Call Me,Johnny Mathis,35,21,12
1958-12-15,44,Big Bopper's Wedding,Big Bopper,64,44,2
1958-12-15,45,The Mocking Bird,The Four Lads,32,32,7
1958-12-15,46,Sing Sing Sing,Bernie Lowe Orchestra,52,46,4
1958-12-15,47,Mr. Success,Frank Sinatra,47,41,8
1958-12-15,48,16 Candles,The Crests,68,48,4
1958-12-15,49,Cimarron (Roll On),Billy Vaughn And His Orchestra,44,44,9
1958-12-15,50,Hideaway,The Four Esquires,31,21,13
1958-12-15,51,The Diary,Neil Sedaka,83,51,2
1958-12-15,52,The Wedding,June Valli,71,52,4
1958-12-15,53,Pledging My Love,Roy Hamilton,50,50,5
1958-12-15,54,I'll Remember Tonight,Pat Boone,40,34,8
1958-12-15,55,Manhattan Spiritual,Reg Owen & His Orchestra,69,55,2
1958-12-15,56,Sweet Little Rock And Roller,Chuck Berry,59,47,6
1958-12-15,57,There Goes My Heart,Joni James,36,19,14
1958-12-15,58,Mandolins In The Moonlight,Perry Como,62,47,8
1958-12-15,59,Nobody But You,Dee Clark,63,59,3
1958-12-15,60,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,48,48,6
1958-12-15,61,Need Your Love,Bobby Freeman,54,54,4
1958-12-15,62,Jealous Heart,Tab Hunter,67,62,9
1958-12-15,63,The World Outside,The Four Aces,79,63,4
1958-12-15,64,A Part Of Me,Jimmy Clanton,39,38,7
1958-12-15,65,C'mon Everybody,Eddie Cochran,77,65,4
1958-12-15,66,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,-,66,1
1958-12-15,67,Mexican Hat Rock,The Applejacks,43,16,14
1958-12-15,68,Non Dimenticar (Don't Forget),Nat King Cole,49,45,10
1958-12-15,69,Rock-in Robin,Bobby Day,38,2,20
1958-12-15,70,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,81,70,3
1958-12-15,71,The World Outside,Roger Williams,86,71,2
1958-12-15,72,Come Prima,Tony Dallara,80,72,2
1958-12-15,73,Ten Commandments Of Love,Harvey & The Moonglows,56,22,14
1958-12-15,74,The Day The Rains Came,Raymond Lefevre and His Orchestra,75,30,8
1958-12-15,75,I Cried A Tear,LaVern Baker,93,75,2
1958-12-15,76,Cinderella,The Four Preps,87,76,4
1958-12-15,77,Stagger Lee,Lloyd Price,94,77,2
1958-12-15,78,It's Just About Time,Johnny Cash And The Tennessee Two,-,78,1
1958-12-15,79,Tunnel Of Love,Doris Day,53,43,8
1958-12-15,80,Try Me,James Brown And The Famous Flames,-,80,1
1958-12-15,81,Goodbye Baby,Jack Scott,-,81,1
1958-12-15,82,All Over Again,Johnny Cash,76,38,11
1958-12-15,83,Run Rudolph Run,Chuck Berry,-,83,1
1958-12-15,84,Intermission Riff,Bernie Lowe Orchestra,66,61,4
1958-12-15,85,I Just Thought You'd Like To Know,Johnny Cash And The Tennessee Two,-,85,1
1958-12-15,86,Tears On My Pillow,Little Anthony And The Imperials,74,4,19
1958-12-15,87,Love Makes The World Go 'round,Perry Como,51,33,10
1958-12-15,88,Diamond Ring,Jerry Wallace,90,88,2
1958-12-15,89,Joe Joe Gunne,Chuck Berry,-,83,4
1958-12-15,90,Merry Christmas Baby,Chuck Berry,-,90,1
1958-12-15,91,The Fool And The Angel,Bobby Helms,91,91,2
1958-12-15,92,Philadelphia U.S.A.,Art Lund,-,92,1
1958-12-15,93,Little Red Riding Hood,Big Bopper,72,72,3
1958-12-15,94,"A House, A Car And A Wedding Ring",Dale Hawkins,89,88,5
1958-12-15,95,"Come On, Let's Go",Ritchie Valens,92,42,13
1958-12-15,96,Pretty Girls Everywhere,Eugene Church and The Fellows,-,96,1
1958-12-15,97,Dreamy Eyes,Johnny Tillotson,-,90,3
1958-12-15,98,Seven Minutes In Heaven,Poni-Tails,-,98,2
1958-12-15,99,Fallin',Connie Francis,60,30,10
1958-12-15,100,Come Prima (Koma Preema),Polly Bergen,-,100,1
1958-12-22,1,The Chipmunk Song,The Chipmunks With David Seville,10,1,4
1958-12-22,2,Smoke Gets In Your Eyes,The Platters,6,2,6
1958-12-22,3,"To Know Him, Is To Love Him",The Teddy Bears,1,1,14
1958-12-22,4,Problems,The Everly Brothers,2,2,7
1958-12-22,5,Tom Dooley,The Kingston Trio,3,1,13
1958-12-22,6,One Night,Elvis Presley,4,4,7
1958-12-22,7,Beep Beep,The Playmates,5,4,8
1958-12-22,8,Lonesome Town,Ricky Nelson,7,7,10
1958-12-22,9,It's Only Make Believe,Conway Twitty,8,1,15
1958-12-22,10,A Lover's Question,Clyde McPhatter,13,10,11
1958-12-22,11,I Got Stung,Elvis Presley,9,8,8
1958-12-22,12,Whole Lotta Loving,Fats Domino,15,12,6
1958-12-22,13,Bimbombey,Jimmie Rodgers,11,11,7
1958-12-22,14,Gotta Travel On,Billy Grammer,20,14,5
1958-12-22,15,Love Is All We Need,Tommy Edwards,16,15,9
1958-12-22,16,Queen Of The Hop,Bobby Darin,14,9,12
1958-12-22,17,My Happiness,Connie Francis,38,17,3
1958-12-22,18,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,19,15,8
1958-12-22,19,Lonely Teardrops,Jackie Wilson,24,19,5
1958-12-22,20,Topsy II,Cozy Cole,12,3,18
1958-12-22,21,I'll Wait For You,Frankie Avalon,23,15,10
1958-12-22,22,I Got A Feeling,Ricky Nelson,17,10,11
1958-12-22,23,Poor Boy,The Royaltones,22,17,10
1958-12-22,24,That Old Black Magic,Louis Prima And Keely Smith,18,18,8
1958-12-22,25,Chantilly Lace,Big Bopper,26,6,21
1958-12-22,26,Philadelphia U.S.A.,The Nu Tornados,37,26,6
1958-12-22,27,Donna,Ritchie Valens,33,27,5
1958-12-22,28,Need You,Donnie Owens,27,25,12
1958-12-22,29,It's All In The Game,Tommy Edwards,25,1,19
1958-12-22,30,The World Outside,The Four Coins,30,21,7
1958-12-22,31,Manhattan Spiritual,Reg Owen & His Orchestra,55,31,3
1958-12-22,32,16 Candles,The Crests,48,32,5
1958-12-22,33,Walking Along,The Diamonds,32,29,9
1958-12-22,34,The End,Earl Grant,21,7,15
1958-12-22,35,Peek-A-Boo,The Cadillacs,42,35,3
1958-12-22,36,Love You Most Of All,Sam Cooke,36,36,6
