Charting Week, Chart Position, Song Title, Artist, Previous Position, Peak Position, Weeks on Chart
1961-08-07,77,Take A Fool's Advice,Nat King Cole,71,71,7
1961-08-07,78,Without You,Johnny Tillotson,-,78,1
1961-08-07,79,The Guns Of Navarone,Joe Reisman Orch. & Chorus,80,79,5
1961-08-07,80,Teardrops In My Heart,Joe Barry,86,80,2
1961-08-07,81,"Run, Run, Run",Ronny Douglas,92,81,2
1961-08-07,82,Now And Forever,Bert Kaempfert And His Orchestra,94,82,2
1961-08-07,83,If,The Paragons,84,83,4
1961-08-07,84,I'll Never Smile Again,The Platters,87,84,2
1961-08-07,85,The Mountain's High,Dick and DeeDee,90,85,2
1961-08-07,86,Here In My Heart,Al Martino,88,86,3
1961-08-07,87,Take Good Care Of My Baby,Bobby Vee,-,87,1
1961-08-07,88,Lonely Street,Clarence Henry,-,88,1
1961-08-07,89,Don't Cry No More,Bobby Bland,-,89,1
1961-08-07,90,Hully Gully Again,Little Caesar and The Romans,-,90,1
1961-08-07,91,When We Get Married,The Dreamlovers,97,91,2
1961-08-07,92,Summer Souvenirs,"Karl Hammel, Jr.",99,92,2
1961-08-07,93,Missing You,Ray Peterson,85,85,2
1961-08-07,94,Transistor Sister,Freddy Cannon,95,94,2
1961-08-07,95,Every Breath I Take,Gene Pitney,-,95,1
1961-08-07,96,"Well-A, Well-A",Shirley & Lee,-,96,1
1961-08-07,97,Lovedrops,Mickey & Sylvia,-,97,1
1961-08-07,98,San-Ho-Zay,Freddy King,-,98,1
1961-08-07,99,The Bells Are Ringing,The Van Dykes,100,99,2
1961-08-07,100,My Heart's On Fire,Billy Bland,-,100,1
1961-08-14,1,Tossin' And Turnin',Bobby Lewis,1,1,17
1961-08-14,2,"I Like It Like That, Part 1",Chris Kenner,2,2,12
1961-08-14,3,Last Night,Mar-Keys,3,3,7
1961-08-14,4,Dum Dum,Brenda Lee,4,4,9
1961-08-14,5,Wooden Heart,Joe Dowell,9,5,8
1961-08-14,6,Michael,The Highwaymen,10,6,6
1961-08-14,7,Pretty Little Angel Eyes,Curtis Lee,7,7,7
1961-08-14,8,Let's Twist Again,Chubby Checker,8,8,9
1961-08-14,9,Together,Connie Francis,6,6,8
1961-08-14,10,School Is Out,Gary U.S. Bonds,16,10,4
1961-08-14,11,You Don't Know What You've Got (Until You Lose It),Ral Donner,15,11,6
1961-08-14,12,I'll Be There,Damita Jo,14,12,7
1961-08-14,13,Never On Sunday,The Chordettes,13,13,9
1961-08-14,14,Hats Off To Larry,Del Shannon,5,5,11
1961-08-14,15,Hurt,Timi Yuro,20,15,4
1961-08-14,16,Don't Bet Money Honey,Linda Scott,25,16,7
1961-08-14,17,Let The Four Winds Blow,Fats Domino,22,17,4
1961-08-14,18,My Kind Of Girl,Matt Monro,18,18,12
1961-08-14,19,Quarter To Three,U.S. Bonds,12,1,13
1961-08-14,20,The Boll Weevil Song,Brook Benton,11,2,14
1961-08-14,21,As If I Didn't Know,Adam Wade,32,21,4
1961-08-14,22,I'm Gonna Knock On Your Door,Eddie Hodges,26,22,9
1961-08-14,23,Cupid,Sam Cooke,17,17,11
1961-08-14,24,I Fall To Pieces,Patsy Cline,28,24,13
1961-08-14,25,One Summer Night,The Diamonds,40,25,7
1961-08-14,26,I'm A Telling You,Jerry Butler,34,26,4
1961-08-14,27,Quite A Party,The Fireballs,33,27,8
1961-08-14,28,Runaround,The Regents,29,28,6
1961-08-14,29,San Antonio Rose,Floyd Cramer,19,8,11
1961-08-14,30,Please Stay,The Drifters,23,14,11
1961-08-14,31,A Tear,Gene McDaniels,39,31,7
1961-08-14,32,My True Story,The Jive Five With Joe Rene And Orchestra,41,32,7
1961-08-14,33,I Dreamed Of A Hill-Billy Heaven,Tex Ritter,44,33,7
1961-08-14,34,Yellow Bird,Arthur Lyman Group,21,4,12
1961-08-14,35,Sacred,The Castells,24,20,12
1961-08-14,36,Princess,Frank Gari,42,36,7
1961-08-14,37,That's What Girls Are Made For,The Spinners,27,27,8
1961-08-14,38,Right Or Wrong,Wanda Jackson,46,38,8
1961-08-14,39,Sea Of Heartbreak,Don Gibson,43,33,9
1961-08-14,40,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,75,40,2
1961-08-14,41,Take Good Care Of My Baby,Bobby Vee,87,41,2
1961-08-14,42,I Don't Want To Take A Chance,Mary Wells,51,42,5
1961-08-14,43,I Just Don't Understand,Ann-Margret,62,43,4
1961-08-14,44,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,66,44,2
1961-08-14,45,Time Was,The Flamingos,45,45,7
1961-08-14,46,A Thing Of The Past,The Shirelles,52,46,6
1961-08-14,47,The Charleston,Ernie Fields,48,47,9
1961-08-14,48,Amor,Ben E. King,58,48,3
1961-08-14,49,I'll Never Smile Again,The Platters,84,49,3
1961-08-14,50,Raindrops,Dee Clark,31,2,16
1961-08-14,51,Mighty Good Lovin',The Miracles,53,51,6
1961-08-14,52,"Don't Cry, Baby",Etta James,67,52,2
1961-08-14,53,"Starlight, Starbright",Linda Scott,-,53,3
1961-08-14,54,Nag,The Halos,61,54,5
1961-08-14,55,"No, No, No",The Chanters,50,41,9
1961-08-14,56,I Never Knew,Clyde McPhatter,57,56,4
1961-08-14,57,Mr. Happiness,Johnny Maestro with The Coeds,60,57,4
1961-08-14,58,The Fish,Bobby Rydell,30,25,7
1961-08-14,59,Tears On My Pillow,The McGuire Sisters,70,59,4
1961-08-14,60,Peanuts,Rick And The Keens,64,60,7
1961-08-14,61,Without You,Johnny Tillotson,78,61,2
1961-08-14,62,Transistor Sister,Freddy Cannon,94,62,3
1961-08-14,63,Missing You,Ray Peterson,93,63,3
1961-08-14,64,It's Gonna Work Out Fine,Ike & Tina Turner,74,64,3
1961-08-14,65,Let Me Belong To You,Brian Hyland,76,65,2
1961-08-14,66,Water Boy,Don Shirley Trio,72,66,5
1961-08-14,67,A Little Bit Of Soap,The Jarmels,-,67,2
1961-08-14,68,The Mountain's High,Dick and DeeDee,85,68,3
1961-08-14,69,Candy Man,Roy Orbison,71,69,2
1961-08-14,70,What A Sweet Thing That Was,The Shirelles,54,54,5
1961-08-14,71,Crying,Roy Orbison,-,71,1
1961-08-14,72,Lonely Street,Clarence Henry,88,72,2
1961-08-14,73,Lover's Island,The Blue Jays,-,73,1
1961-08-14,74,The Guns Of Navarone,Joe Reisman Orch. & Chorus,79,74,6
1961-08-14,75,"Run, Run, Run",Ronny Douglas,81,75,3
1961-08-14,76,When We Get Married,The Dreamlovers,91,76,3
1961-08-14,77,Teardrops In My Heart,Joe Barry,80,77,3
1961-08-14,78,My Claire De Lune,Steve Lawrence,68,68,5
1961-08-14,79,Hully Gully Again,Little Caesar and The Romans,90,79,2
1961-08-14,80,Don't Cry No More,Bobby Bland,89,80,2
1961-08-14,81,Now And Forever,Bert Kaempfert And His Orchestra,82,81,3
1961-08-14,82,If,The Paragons,83,82,5
1961-08-14,83,Back Beat No. 1,The Rondels,-,83,1
1961-08-14,84,San-Ho-Zay,Freddy King,98,84,2
1961-08-14,85,Summer Souvenirs,"Karl Hammel, Jr.",92,85,3
1961-08-14,86,Here In My Heart,Al Martino,86,86,4
1961-08-14,87,Bless You,Tony Orlando,-,87,1
1961-08-14,88,Magic Moon (Clair De Lune),The Rays,-,88,1
1961-08-14,89,Dedicated (To The Songs I Love),The 3 Friends,-,89,2
1961-08-14,90,Every Breath I Take,Gene Pitney,95,90,2
1961-08-14,91,Mexico,Bob Moore and His Orch.,-,91,1
1961-08-14,92,Roll Over Beethoven,The Velaires,-,92,1
1961-08-14,93,"Well-A, Well-A",Shirley & Lee,96,93,2
1961-08-14,94,In Time,Steve Lawrence,-,94,1
1961-08-14,95,"Music, Music, Music",The Sensations Featuring Yvonne,-,95,1
1961-08-14,96,Starlight,The Preludes Five,-,96,1
1961-08-14,97,My Heart's On Fire,Billy Bland,100,97,2
1961-08-14,98,More Money For You And Me,The Four Preps,-,98,1
1961-08-14,99,Girls Girls Girls (Part II),The Coasters,-,99,1
1961-08-14,100,Pitter-Patter,The Four Sportsmen,-,100,1
1961-08-21,1,Tossin' And Turnin',Bobby Lewis,1,1,18
1961-08-21,2,Wooden Heart,Joe Dowell,5,2,9
1961-08-21,3,Michael,The Highwaymen,6,3,7
1961-08-21,4,Last Night,Mar-Keys,3,3,8
1961-08-21,5,"I Like It Like That, Part 1",Chris Kenner,2,2,13
1961-08-21,6,You Don't Know What You've Got (Until You Lose It),Ral Donner,11,6,7
1961-08-21,7,Pretty Little Angel Eyes,Curtis Lee,7,7,8
1961-08-21,8,Dum Dum,Brenda Lee,4,4,10
1961-08-21,9,Let's Twist Again,Chubby Checker,8,8,10
1961-08-21,10,School Is Out,Gary U.S. Bonds,10,10,5
1961-08-21,11,Don't Bet Money Honey,Linda Scott,16,11,8
1961-08-21,12,Hurt,Timi Yuro,15,12,5
1961-08-21,13,Together,Connie Francis,9,6,9
1961-08-21,14,As If I Didn't Know,Adam Wade,21,14,5
1961-08-21,15,Let The Four Winds Blow,Fats Domino,17,15,5
1961-08-21,16,I Fall To Pieces,Patsy Cline,24,16,14
1961-08-21,17,I'm Gonna Knock On Your Door,Eddie Hodges,22,17,10
1961-08-21,18,I'll Be There,Damita Jo,12,12,8
1961-08-21,19,Never On Sunday,The Chordettes,13,13,10
1961-08-21,20,Hats Off To Larry,Del Shannon,14,5,12
1961-08-21,21,My True Story,The Jive Five With Joe Rene And Orchestra,32,21,8
1961-08-21,22,One Summer Night,The Diamonds,25,22,8
1961-08-21,23,My Kind Of Girl,Matt Monro,18,18,13
1961-08-21,24,I Dreamed Of A Hill-Billy Heaven,Tex Ritter,33,24,8
1961-08-21,25,I'm A Telling You,Jerry Butler,26,25,5
1961-08-21,26,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,40,26,3
1961-08-21,27,Quarter To Three,U.S. Bonds,19,1,14
1961-08-21,28,The Boll Weevil Song,Brook Benton,20,2,15
1961-08-21,29,Right Or Wrong,Wanda Jackson,38,29,9
1961-08-21,30,Quite A Party,The Fireballs,27,27,9
1961-08-21,31,Take Good Care Of My Baby,Bobby Vee,41,31,3
1961-08-21,32,Princess,Frank Gari,36,32,8
1961-08-21,33,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,44,33,3
1961-08-21,34,I'll Never Smile Again,The Platters,49,34,4
1961-08-21,35,I Don't Want To Take A Chance,Mary Wells,42,35,6
1961-08-21,36,Sea Of Heartbreak,Don Gibson,39,33,10
1961-08-21,37,I Just Don't Understand,Ann-Margret,43,37,5
1961-08-21,38,Runaround,The Regents,28,28,7
1961-08-21,39,Cupid,Sam Cooke,23,17,12
1961-08-21,40,Amor,Ben E. King,48,40,4
1961-08-21,41,A Thing Of The Past,The Shirelles,46,41,7
1961-08-21,42,The Mountain's High,Dick and DeeDee,68,42,4
1961-08-21,43,Nag,The Halos,54,43,6
1961-08-21,44,Without You,Johnny Tillotson,61,44,3
1961-08-21,45,"Don't Cry, Baby",Etta James,52,45,3
1961-08-21,46,When We Get Married,The Dreamlovers,76,46,4
1961-08-21,47,"Starlight, Starbright",Linda Scott,53,47,4
1961-08-21,48,A Little Bit Of Soap,The Jarmels,67,48,3
1961-08-21,49,Crying,Roy Orbison,71,49,2
1961-08-21,50,Please Stay,The Drifters,30,14,12
1961-08-21,51,San Antonio Rose,Floyd Cramer,29,8,12
1961-08-21,52,A Tear,Gene McDaniels,31,31,8
1961-08-21,53,Transistor Sister,Freddy Cannon,62,53,4
1961-08-21,54,Hully Gully Again,Little Caesar and The Romans,79,54,3
1961-08-21,55,Let Me Belong To You,Brian Hyland,65,55,3
1961-08-21,56,It's Gonna Work Out Fine,Ike & Tina Turner,64,56,4
1961-08-21,57,Lover's Island,The Blue Jays,73,57,2
1961-08-21,58,Water Boy,Don Shirley Trio,66,58,6
1961-08-21,59,Mexico,Bob Moore and His Orch.,91,59,2
1961-08-21,59,Missing You,Ray Peterson,63,59,4
1961-08-21,60,Candy Man,Roy Orbison,69,60,3
1961-08-21,61,Little Sister,Elvis Presley,-,61,1
1961-08-21,62,I Never Knew,Clyde McPhatter,56,56,5
1961-08-21,63,The Charleston,Ernie Fields,47,47,10
1961-08-21,64,Tears On My Pillow,The McGuire Sisters,59,59,5
1961-08-21,65,Time Was,The Flamingos,45,45,8
1961-08-21,66,Teardrops In My Heart,Joe Barry,77,66,4
1961-08-21,67,Now And Forever,Bert Kaempfert And His Orchestra,81,67,4
1961-08-21,68,San-Ho-Zay,Freddy King,84,68,3
1961-08-21,70,Lonely Street,Clarence Henry,72,70,3
1961-08-21,71,Magic Moon (Clair De Lune),The Rays,88,71,2
1961-08-21,72,Back Beat No. 1,The Rondels,83,72,2
1961-08-21,73,Bless You,Tony Orlando,87,73,2
1961-08-21,74,Nothing But Good,Hank Ballard And The Midnighters,-,74,1
1961-08-21,75,Frankie And Johnny,Brook Benton,-,75,1
1961-08-21,76,Big Cold Wind,Pat Boone,-,76,1
1961-08-21,77,What A Sweet Thing That Was,The Shirelles,70,54,6
1961-08-21,78,More Money For You And Me,The Four Preps,98,78,2
1961-08-21,79,Don't Cry No More,Bobby Bland,80,79,3
1961-08-21,80,Summer Souvenirs,"Karl Hammel, Jr.",85,80,4
1961-08-21,81,Roll Over Beethoven,The Velaires,92,81,2
1961-08-21,82,Every Breath I Take,Gene Pitney,90,82,3
1961-08-21,83,"Music, Music, Music",The Sensations Featuring Yvonne,95,83,2
1961-08-21,84,"Well-A, Well-A",Shirley & Lee,93,84,3
1961-08-21,85,Peanuts,Rick And The Keens,60,60,8
1961-08-21,86,Pitter-Patter,The Four Sportsmen,100,86,2
1961-08-21,87,Mr. Happiness,Johnny Maestro with The Coeds,57,57,5
1961-08-21,88,Baby You're So Fine,Mickey & Sylvia,-,88,1
1961-08-21,89,Starlight,The Preludes Five,96,89,2
1961-08-21,90,Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,Ray Stevens,-,90,1
1961-08-21,91,Years From Now,Jackie Wilson,-,91,1
1961-08-21,92,Black Land Farmer,Wink Martindale,-,92,1
1961-08-21,93,My Heart's On Fire,Billy Bland,97,93,3
1961-08-21,94,"Baby, You're Right",James Brown And The Famous Flames,-,94,1
1961-08-21,95,I Wake Up Crying,Chuck Jackson,-,95,1
1961-08-21,96,Girls Girls Girls (Part II),The Coasters,99,96,2
1961-08-21,97,Keep On Dancing,Hank Ballard And The Midnighters,-,97,1
1961-08-21,98,Don't Forget I Love You,The Butanes,-,98,2
1961-08-21,99,Wizard Of Love,The Ly - Dells,-,99,1
1961-08-21,100,Donald Where's Your Troosers?,Andy Stewart,-,100,1
1961-08-28,1,Wooden Heart,Joe Dowell,2,1,10
1961-08-28,2,Tossin' And Turnin',Bobby Lewis,1,1,19
1961-08-28,3,Michael,The Highwaymen,3,3,8
1961-08-28,4,Last Night,Mar-Keys,4,3,9
1961-08-28,5,You Don't Know What You've Got (Until You Lose It),Ral Donner,6,5,8
1961-08-28,6,"I Like It Like That, Part 1",Chris Kenner,5,2,14
1961-08-28,7,School Is Out,Gary U.S. Bonds,10,7,6
1961-08-28,8,Pretty Little Angel Eyes,Curtis Lee,7,7,9
1961-08-28,9,Don't Bet Money Honey,Linda Scott,11,9,9
1961-08-28,10,Hurt,Timi Yuro,12,10,6
1961-08-28,11,As If I Didn't Know,Adam Wade,14,11,6
1961-08-28,12,I'm Gonna Knock On Your Door,Eddie Hodges,17,12,11
1961-08-28,13,My True Story,The Jive Five With Joe Rene And Orchestra,21,13,9
1961-08-28,14,I Fall To Pieces,Patsy Cline,16,14,15
1961-08-28,15,Let The Four Winds Blow,Fats Domino,15,15,6
1961-08-28,16,Let's Twist Again,Chubby Checker,9,8,11
1961-08-28,17,Dum Dum,Brenda Lee,8,4,11
1961-08-28,18,Together,Connie Francis,13,6,10
1961-08-28,19,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,26,19,4
1961-08-28,20,I Dreamed Of A Hill-Billy Heaven,Tex Ritter,24,20,9
1961-08-28,21,Sea Of Heartbreak,Don Gibson,36,21,11
1961-08-28,22,Amor,Ben E. King,40,22,5
1961-08-28,23,Take Good Care Of My Baby,Bobby Vee,31,23,4
1961-08-28,24,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,33,24,4
1961-08-28,25,I'm A Telling You,Jerry Butler,25,25,6
1961-08-28,26,Little Sister,Elvis Presley,61,26,2
1961-08-28,27,I Just Don't Understand,Ann-Margret,37,27,6
1961-08-28,28,Without You,Johnny Tillotson,44,28,4
1961-08-28,29,Crying,Roy Orbison,49,29,3
1961-08-28,30,Princess,Frank Gari,32,30,9
1961-08-28,31,I'll Never Smile Again,The Platters,34,31,5
1961-08-28,32,The Mountain's High,Dick and DeeDee,42,32,5
1961-08-28,33,I Don't Want To Take A Chance,Mary Wells,35,33,7
1961-08-28,34,When We Get Married,The Dreamlovers,46,34,5
1961-08-28,35,A Little Bit Of Soap,The Jarmels,48,35,4
1961-08-28,36,Nag,The Halos,43,36,7
1961-08-28,37,One Summer Night,The Diamonds,22,22,9
1961-08-28,38,Right Or Wrong,Wanda Jackson,29,29,10
1961-08-28,39,I'll Be There,Damita Jo,18,12,9
1961-08-28,40,Hats Off To Larry,Del Shannon,20,5,13
1961-08-28,41,Never On Sunday,The Chordettes,19,13,11
1961-08-28,42,It's Gonna Work Out Fine,Ike & Tina Turner,56,42,5
1961-08-28,43,"Don't Cry, Baby",Etta James,45,43,4
1961-08-28,44,"Starlight, Starbright",Linda Scott,47,44,5
1961-08-28,45,Frankie And Johnny,Brook Benton,75,45,2
1961-08-28,46,Transistor Sister,Freddy Cannon,53,46,5
1961-08-28,47,San-Ho-Zay,Freddy King,68,47,4
1961-08-28,48,Let Me Belong To You,Brian Hyland,55,48,4
1961-08-28,49,Nothing But Good,Hank Ballard And The Midnighters,74,49,2
1961-08-28,50,Lover's Island,The Blue Jays,57,50,3
1961-08-28,51,Water Boy,Don Shirley Trio,58,51,7
1961-08-28,52,More Money For You And Me,The Four Preps,78,52,3
1961-08-28,53,Big Cold Wind,Pat Boone,76,53,2
1961-08-28,54,Hully Gully Again,Little Caesar and The Romans,54,54,4
1961-08-28,55,A Thing Of The Past,The Shirelles,41,41,8
1961-08-28,56,Missing You,Ray Peterson,59,56,5
1961-08-28,57,Bless You,Tony Orlando,73,57,3
1961-08-28,58,Now And Forever,Bert Kaempfert And His Orchestra,67,58,5
1961-08-28,60,Kissin' On The Phone,Paul Anka,-,60,1
1961-08-28,61,Magic Moon (Clair De Lune),The Rays,71,61,3
1961-08-28,62,Candy Man,Roy Orbison,60,60,4
1961-08-28,63,Teardrops In My Heart,Joe Barry,66,63,5
1961-08-28,64,Lonely Street,Clarence Henry,70,64,4
1961-08-28,65,"Baby, You're Right",James Brown And The Famous Flames,94,65,2
1961-08-28,66,(Marie's The Name) His Latest Flame,Elvis Presley,-,66,1
1961-08-28,67,Every Breath I Take,Gene Pitney,82,67,4
1961-08-28,68,Roll Over Beethoven,The Velaires,81,68,3
1961-08-28,69,Mexico,Bob Moore and His Orch.,59,59,3
1961-08-28,69,One Track Mind,Bobby Lewis,-,69,1
1961-08-28,70,Back Beat No. 1,The Rondels,72,70,3
1961-08-28,71,Don't Cry No More,Bobby Bland,79,71,4
1961-08-28,72,Summer Souvenirs,"Karl Hammel, Jr.",80,72,5
1961-08-28,73,Baby You're So Fine,Mickey & Sylvia,88,73,2
1961-08-28,74,"Music, Music, Music",The Sensations Featuring Yvonne,83,74,3
1961-08-28,75,Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,Ray Stevens,90,75,2
1961-08-28,76,Wizard Of Love,The Ly - Dells,99,76,2
1961-08-28,77,Sweet Little You,Neil Sedaka,-,77,1
1961-08-28,78,I Wake Up Crying,Chuck Jackson,95,78,2
1961-08-28,79,Pitter-Patter,The Four Sportsmen,86,79,3
1961-08-28,80,Look In My Eyes,The Chantels,-,80,1
1961-08-28,81,"Well-A, Well-A",Shirley & Lee,84,81,4
1961-08-28,82,My Kind Of Girl,Matt Monro,23,18,14
1961-08-28,83,Quarter To Three,U.S. Bonds,27,1,15
1961-08-28,84,Years From Now,Jackie Wilson,91,84,2
1961-08-28,85,Black Land Farmer,Wink Martindale,92,85,2
1961-08-28,86,Starlight,The Preludes Five,89,86,3
1961-08-28,87,Keep On Dancing,Hank Ballard And The Midnighters,97,87,2
1961-08-28,88,My Blue Heaven,Duane Eddy And The Rebels,-,88,1
1961-08-28,89,"Big River, Big Man",Claude King,-,83,4
1961-08-28,90,My Heart's On Fire,Billy Bland,93,90,4
1961-08-28,91,Romeo,Janie Grant,-,91,1
1961-08-28,92,The Boll Weevil Song,Brook Benton,28,2,16
1961-08-28,93,My Dream Come True,Jack Scott,-,93,1
1961-08-28,94,You're The Reason,Joe South,-,94,1
1961-08-28,95,Donald Where's Your Troosers?,Andy Stewart,100,95,2
1961-08-28,96,Don't Forget I Love You,The Butanes,98,96,3
1961-08-28,97,You're The Reason,Bobby Edwards,-,97,1
1961-08-28,98,(Theme From) Silver City,The Ventures,-,98,1
1961-08-28,99,I Can't Take It,Mary Ann Fisher,-,99,1
1961-08-28,100,Quite A Party,The Fireballs,30,27,10
